SOR,DTA,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25
1406,26/08/2016,,1,1,1,1,1,,,1,,1,,1,,1,,,,1,1,1,1,,1,1
1407,29/08/2016,1,1,,1,1,1,1,,,1,,1,1,,,,,,,1,1,1,1,1,1
1408,06/09/2016,1,,1,,1,,,1,,1,1,1,1,1,,,,,1,,1,1,1,1,1
1409,09/09/2016,1,1,,1,,1,1,1,,,1,1,,1,,1,1,,1,,,1,,1,1
1410,12/09/2016,,1,1,1,1,1,1,,1,1,,,,1,1,1,1,,,1,1,,1,,
1411,14/09/2016,1,,,,1,1,1,1,1,1,,1,1,1,1,1,1,,,,1,,1,,
1412,16/09/2016,,,,,1,1,1,,1,,1,,1,,1,1,,1,1,,1,1,1,1,1
1413,19/09/2016,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,,,1,,,,1
1414,21/09/2016,,1,1,1,1,,1,,1,1,1,,1,1,,1,1,,,1,1,,1,,
1415,23/09/2016,,1,,1,1,1,,,,1,,1,1,,1,,1,1,1,,,1,1,1,1
1416,26/09/2016,,,1,1,1,,1,1,1,1,,1,,1,1,,1,1,1,1,,,,1,
1417,28/09/2016,1,1,1,1,,1,1,,1,,1,,1,1,1,,,1,1,,,1,1,,
1418,30/09/2016,,1,,1,,1,,,1,1,1,,1,1,1,,1,1,,1,1,1,1,,
1419,03/10/2016,,1,1,,,1,1,,,,1,1,,,1,1,1,1,1,1,1,,1,1,
1420,05/10/2016,1,,,1,,1,1,1,,1,,,1,1,1,1,1,,,1,,1,1,,1
1421,07/10/2016,,,1,,1,1,1,1,1,,1,1,,1,,,1,1,1,1,,,1,1,
1422,10/10/2016,1,,,1,1,,1,,,1,1,,1,1,1,1,1,,1,,,1,1,1,
1423,14/10/2016,1,1,,1,1,,1,1,,,1,1,1,1,1,1,,,1,,,1,1,,
1424,17/10/2016,,1,,1,1,1,,1,1,1,1,,1,,,,1,1,,1,1,,1,,1
1425,19/10/2016,1,,1,1,1,,,1,1,,1,1,1,1,,1,,,1,1,1,,,,1
1426,21/10/2016,,1,1,1,,,1,1,,1,,1,,1,1,1,,1,,,,1,1,1,1
1427,24/10/2016,1,1,,,,,1,,,1,1,1,,1,1,1,1,1,1,1,,1,,,1
1428,26/10/2016,,1,1,1,1,1,,1,1,,,,1,,,,1,1,1,1,1,1,,,1
1429,28/10/2016,,,,,1,,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,,,1
1430,31/10/2016,1,,1,1,1,,1,1,1,,,,1,,1,1,,,,1,1,1,1,,1
1431,04/11/2016,1,1,,,,,1,1,1,1,,1,,1,1,1,1,,1,1,,,1,,1
1432,07/11/2016,1,,1,1,1,,,,,1,1,1,,,,1,1,1,,1,1,,1,1,1
1433,09/11/2016,,,1,,,1,1,,1,1,,1,,1,1,1,,1,,1,,1,1,1,1
1434,11/11/2016,,,1,1,1,1,1,,1,1,,1,1,,1,,,1,1,,,1,1,1,
1435,14/11/2016,1,1,1,1,1,1,,,1,1,,1,,,,1,1,,1,1,1,,1,,
1436,16/11/2016,1,1,1,,1,1,,1,,,1,1,,,1,,1,1,1,,,1,1,1,
1437,18/11/2016,,1,,1,1,1,1,1,1,,1,,1,1,,,1,,1,1,,,1,,1
1438,21/11/2016,1,,,1,,,1,1,1,1,1,1,,1,1,,1,,,1,1,1,,1,
1439,23/11/2016,1,1,1,,1,,,,,,1,1,1,1,1,1,1,1,1,,,1,,1,
1440,25/11/2016,,1,1,,,,,1,,1,,1,1,1,,1,1,1,,1,1,1,,1,1
1441,28/11/2016,1,,1,1,1,1,1,,1,1,1,,1,,,1,,,1,,,1,1,,1
1442,30/11/2016,1,1,1,1,,,1,,1,,1,1,1,,1,1,1,,1,1,1,,,,
1443,02/12/2016,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,,,,,,,1,
1444,05/12/2016,1,1,,1,1,1,,,1,1,1,,,1,1,,1,1,,1,1,,,1,
1445,07/12/2016,1,,,1,1,1,,1,,1,,,1,,1,1,1,1,,1,,1,1,,1
1446,09/12/2016,1,,,1,,1,1,1,,,,1,1,,,1,1,,,1,1,1,1,1,1
1447,12/12/2016,1,,1,1,1,,,1,,,1,1,1,,,,1,1,1,,1,1,,1,1
1448,14/12/2016,1,,1,1,1,1,,1,,,,1,1,,,1,,1,1,,1,1,1,1,
1449,16/12/2016,1,,1,1,1,1,1,1,1,,1,,,,1,1,,,,1,,1,1,1,
1450,19/12/2016,1,1,,1,1,,,1,1,1,,,1,1,,1,1,,1,1,,1,,1,
1451,21/12/2016,1,1,1,,1,,,,,1,,1,1,1,1,,,,1,1,1,,1,1,1
1452,23/12/2016,,1,,,1,,1,1,,1,1,,1,1,1,,1,,,1,1,,1,1,1
1453,26/12/2016,1,1,,,1,,,1,1,1,,,1,1,1,1,,,1,,1,,1,1,1
1454,28/12/2016,1,,1,1,,,1,,,1,,1,1,1,,,,1,1,1,1,1,1,,1
1455,30/12/2016,,1,,,1,,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,,1
1456,02/01/2017,1,1,,,,1,1,1,1,,,1,1,1,1,,,,1,1,1,,,1,1
1457,04/01/2017,1,1,1,1,,,1,1,1,1,1,,1,1,1,,,1,,,,,1,1,
1458,06/01/2017,1,1,1,,1,,1,,1,,1,,,1,,,1,1,1,1,,1,1,1,
1459,09/01/2017,1,,,1,,1,,,1,1,,1,1,1,,1,1,1,1,1,,,,1,1
1460,11/01/2017,1,,1,,1,,1,,,,1,,,1,1,1,1,1,1,1,1,,,1,1
1461,13/01/2017,,1,,1,1,1,,,1,1,1,,,,1,,1,1,1,,1,,1,1,1
1462,16/01/2017,1,,1,1,1,,1,,1,,,1,1,1,,1,1,,,1,1,,,1,1
1463,18/01/2017,,,1,1,,1,1,,,1,1,,1,1,1,,1,,1,1,,1,1,1,
1464,20/01/2017,1,,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,
1465,23/01/2017,,1,,,1,,1,1,1,1,,1,,1,,1,,,1,1,1,1,1,1,
1466,25/01/2017,,1,1,1,,1,,,,1,1,1,,1,,,,,1,1,1,1,1,1,1
1467,27/01/2017,1,,,1,1,1,,,1,1,1,1,,,,,,,1,1,1,1,1,1,1
1468,30/01/2017,,1,1,,1,1,,1,,,1,1,1,1,,,,1,1,1,1,,1,1,
1469,01/02/2017,1,1,1,,1,1,1,1,1,,1,,1,,,1,1,1,1,1,,,,,
1470,03/02/2017,,1,1,,,,1,1,,,1,1,1,1,1,,,1,,1,1,1,1,1,
1471,06/02/2017,1,1,,1,,1,1,1,,1,1,,1,,1,,,1,,1,1,1,,1,
1472,08/02/2017,,1,1,1,1,,1,1,,1,,1,1,1,,,,1,,,1,1,1,1,
1473,10/02/2017,1,,,1,1,,1,1,1,1,,1,,1,,1,,,,1,,1,1,1,1
1474,13/02/2017,1,1,,,1,,1,1,,1,1,,1,1,1,,,1,1,1,1,,,,1
1475,15/02/2017,1,1,1,,1,1,,,1,1,,1,1,,1,,,1,,1,1,,,1,1
1476,17/02/2017,,1,,1,1,1,1,,1,1,,1,1,1,,1,,,1,,1,1,,,1
1477,20/02/2017,1,1,1,1,1,1,1,,,1,,1,,,1,,1,1,,,1,1,1,,
1478,22/02/2017,,1,,,1,1,1,,,1,1,1,,,1,1,1,1,1,,1,,,1,1
1479,24/02/2017,,1,1,,1,1,,,1,,1,,1,1,1,1,1,1,,1,,1,1,,
1480,01/03/2017,1,,,,,1,1,,,1,1,1,1,,1,1,1,,1,1,1,1,,,1
1481,03/03/2017,,1,1,,1,,1,1,1,,1,,,,,,1,1,1,1,1,,1,1,1
1482,06/03/2017,1,1,,1,1,,1,1,1,1,1,1,,1,1,,,,1,,,,1,1,
1483,08/03/2017,,,1,1,1,1,1,,1,,1,,1,1,1,,1,,,1,1,1,1,,
1484,10/03/2017,1,1,1,1,,1,1,,1,1,,1,,,,,1,1,1,,1,1,,,1
1485,13/03/2017,1,1,1,,1,,,1,1,,1,,1,,1,,1,1,1,,,,1,1,1
1486,15/03/2017,,1,,1,1,,,1,1,1,,1,,1,,,,1,1,1,1,1,1,,1
1487,17/03/2017,1,1,1,1,1,1,,,,1,1,1,,,1,1,,,1,,1,1,,,1
1488,20/03/2017,1,,,1,1,1,,,,1,1,1,1,,,1,,,1,1,1,,1,1,1
1489,22/03/2017,,1,,1,,,1,1,1,1,,1,1,1,1,,,,1,1,,1,1,,1
1490,24/03/2017,1,,1,1,1,,1,1,1,,1,,1,1,1,,,1,1,1,,1,,,
1491,27/03/2017,,1,,1,1,1,1,,1,,1,,1,1,,,,,1,1,,1,1,1,1
1492,29/03/2017,,1,1,1,1,,1,1,,1,,1,,,1,1,1,1,1,,,,,1,1
1493,31/03/2017,,1,,,1,,,1,,1,1,,1,1,1,1,,,1,1,1,,1,1,1
1494,03/04/2017,1,1,1,1,,,,,1,1,1,1,1,,1,,1,,1,1,,1,,,1
1495,05/04/2017,1,1,1,1,1,,,1,,1,,1,1,1,,,,1,,,,1,1,1,1
1496,07/04/2017,,1,1,,,1,1,,1,1,1,1,1,,1,,1,,1,1,,,1,,1
1497,10/04/2017,1,1,,,1,,1,,,,1,1,1,1,1,1,1,1,1,,,1,1,,
1498,12/04/2017,,,,1,1,,1,1,,1,1,,,1,1,1,1,1,,,1,,1,1,1
1499,15/04/2017,1,1,1,1,1,,1,1,,,,1,1,1,1,,,1,1,,,,1,1,
1500,17/04/2017,1,1,1,,1,,1,,,1,1,1,1,,1,,1,1,1,1,,1,,,
1501,19/04/2017,1,,,,,1,1,1,1,1,1,,1,,,1,1,1,,,1,1,,1,1
1502,22/04/2017,1,1,1,1,1,,1,,,,1,1,1,,1,,1,1,,1,,1,,1,
1503,24/04/2017,1,1,1,,,,1,,,,,1,,,1,1,1,1,,1,1,1,1,1,1
1504,26/04/2017,1,,,1,1,,1,1,,,1,1,,1,,,1,1,1,,1,,1,1,1
1505,28/04/2017,1,1,1,,,1,1,,,,1,,,1,,1,1,1,1,1,,1,,1,1
1506,03/05/2017,,,1,1,1,,,1,1,1,,,1,1,,,1,1,1,1,1,1,,1,
1507,05/05/2017,1,1,1,1,1,,,1,,1,1,,1,1,,,1,,1,,1,,1,1,
1508,08/05/2017,1,,1,,,,1,1,1,1,1,1,,1,,,1,,1,,1,1,1,1,
1509,10/05/2017,1,1,1,,,1,1,1,1,,,,1,1,1,,1,1,1,,,1,,1,
1510,12/05/2017,1,,1,1,,,1,1,1,1,1,1,1,,1,,,1,1,,,1,,1,
1511,15/05/2017,,1,,1,1,,,1,1,1,1,1,1,,1,,,,1,1,1,,1,1,
1512,17/05/2017,,1,1,1,,1,,,,1,1,1,1,,1,1,1,,1,,1,1,,1,
1513,19/05/2017,,,1,1,,1,1,,1,1,1,1,1,1,,1,,1,,,1,1,,1,
1514,22/05/2017,,,1,1,1,,1,1,,,1,1,1,,1,1,1,,1,1,1,,,1,
1515,24/05/2017,1,1,1,,1,,,1,1,,1,1,1,,,1,1,1,1,1,,,1,,
1516,26/05/2017,1,1,,,,1,1,,,1,1,1,,1,,1,,1,1,1,,1,1,1,
1517,29/05/2017,,1,1,,1,,,1,,1,1,1,,1,1,,,1,,1,1,,1,1,1
1518,31/05/2017,,1,1,1,1,,1,1,,,1,1,,1,,1,1,,,1,,1,,1,1
1519,02/06/2017,1,,,1,,1,,1,,,,,1,1,,1,1,1,,1,1,1,1,1,1
1520,05/06/2017,1,1,,1,,,,1,1,1,,1,1,1,,1,1,1,1,,,,,1,1
1521,07/06/2017,1,1,1,1,1,,1,1,,,,1,,1,1,,1,,1,1,,,1,1,
1522,09/06/2017,1,,,,,,,1,1,1,1,,1,1,1,1,,1,1,1,1,,1,1,
1523,12/06/2017,,,1,,1,1,1,,1,1,,1,1,1,,1,,1,1,,1,,1,,1
1524,14/06/2017,1,,1,,1,1,1,1,1,1,,,1,1,,,,,,1,,1,1,1,1
1525,16/06/2017,1,1,,1,1,,,1,,1,,1,,1,1,,,1,1,1,1,1,,,1
1526,19/06/2017,,,,,1,,1,1,1,1,1,,1,,1,,1,1,,1,1,1,1,,1
1527,21/06/2017,1,1,1,,1,1,1,,1,1,,,,1,1,,,,,1,1,1,,1,1
1528,23/06/2017,1,1,,1,1,1,,1,1,1,,,,,,,1,1,,1,1,,1,1,1
1529,26/06/2017,,1,1,1,1,,,1,,,1,,1,1,,1,1,1,1,1,1,,,1,
1530,28/06/2017,,1,,1,1,,1,,1,1,,1,,1,1,1,,1,,1,,1,1,1,
1531,30/06/2017,1,1,1,1,,,1,1,,1,1,,1,1,1,,,,1,,,1,1,1,
1532,03/07/2017,1,1,1,,,,,1,1,1,1,1,1,1,,,1,1,,1,,1,,,1
1533,05/07/2017,1,,1,1,,1,1,,,,1,1,1,1,1,1,,,1,1,1,,,1,
1534,07/07/2017,1,,,1,1,,,1,1,1,1,1,1,1,,1,1,,1,,1,,,1,
1535,10/07/2017,,,1,1,1,,1,1,,,,1,1,,1,,1,1,,,1,1,1,1,1
1536,12/07/2017,1,,1,,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,1,,1
1537,14/07/2017,1,1,1,1,,,,,,1,1,,1,1,1,,1,1,,1,1,1,,1,
1538,17/07/2017,,1,,1,1,,1,1,1,1,,,1,1,1,,1,1,1,,1,,1,,
1539,19/07/2017,1,,1,1,,,,1,,,1,1,1,1,,1,1,1,1,1,1,,,,1
1540,21/07/2017,1,1,1,,,,1,,1,1,1,1,,1,1,1,1,,1,,,1,1,,
1541,24/07/2017,,1,1,1,1,,1,,,,1,,1,1,1,,,1,1,1,1,1,,,1
1542,26/07/2017,,1,1,,1,,1,1,,1,1,,1,,1,1,1,,,1,1,1,,1,
1543,28/07/2017,1,1,,,,1,1,1,1,,,1,1,,1,,1,,1,1,,,1,1,1
1544,31/07/2017,1,1,,1,,,1,1,1,,1,1,,1,,1,1,,,,1,1,1,1,
1545,02/08/2017,,,1,,1,,1,1,,1,1,1,,,1,1,1,,,1,,1,1,1,1
1546,04/08/2017,1,,1,,,1,1,1,,1,1,,,1,1,,,1,1,1,,1,,1,1
1547,07/08/2017,1,1,,,1,1,,1,1,1,1,,1,,1,,1,1,1,,1,,,,1
1548,09/08/2017,,1,1,1,,,,,1,1,1,1,,1,1,,1,1,,1,1,1,1,,
1549,11/08/2017,1,1,1,1,1,,1,1,,1,1,,1,,,,,1,,1,,,1,1,1
1550,14/08/2017,,,1,1,1,,1,1,,,,,1,1,1,1,1,,,1,,1,1,1,1
1551,16/08/2017,1,,1,,1,,1,1,,,1,,1,1,1,,1,,1,1,,1,1,,1
1552,18/08/2017,,1,1,,,,1,1,1,,,1,,1,1,1,,,1,1,1,1,,1,1
1553,21/08/2017,1,1,,1,,,,1,1,,1,1,1,,1,,1,1,1,,1,1,,,1
1554,23/08/2017,1,,1,1,1,,1,1,1,1,,,1,1,,1,,1,1,,,,,1,1
1555,25/08/2017,1,1,,,,1,,1,1,1,,1,1,1,,1,,1,,1,,1,1,,1
1556,28/08/2017,1,1,1,,1,1,,1,,,,1,,,1,1,1,,1,,1,1,1,,1
1557,07/09/2017,,1,1,1,1,1,,,1,,,1,,,,1,1,1,,1,1,1,,1,1
1558,11/09/2017,1,1,,1,1,1,,,1,,1,,,1,1,1,1,1,,,1,1,,,1
1559,13/09/2017,,,1,1,1,1,1,,1,1,1,,,1,,1,,1,1,1,,,1,,1
1560,15/09/2017,1,1,1,1,1,,1,1,1,,1,,,1,,,1,1,,1,,,,1,1
1561,18/09/2017,,,1,,1,1,1,1,,,,1,1,,1,1,,1,,1,1,1,,1,1
1562,20/09/2017,1,1,1,1,1,1,1,1,1,,1,1,,1,,1,1,1,,,,,,,
1563,22/09/2017,1,1,1,,1,1,,,1,1,,1,1,,,,1,1,,1,1,1,1,,
1564,25/09/2017,,,1,1,,1,,1,1,,1,1,1,,,1,1,1,1,1,1,,,1,
1565,27/09/2017,1,,1,,,1,1,1,1,1,1,1,1,,1,,1,1,,,,,,1,1
1566,29/09/2017,1,1,,1,1,,1,1,1,,,,1,1,1,1,,,1,,,,1,1,1
1567,02/10/2017,,1,1,,1,,1,,1,1,1,1,,1,1,,1,1,1,,1,,,1,
1568,04/10/2017,1,1,1,1,,1,1,,,1,1,,1,,,1,1,,1,,1,1,,1,
1569,06/10/2017,,1,,1,,,,1,1,1,,1,1,1,,1,,1,,1,1,,1,1,1
1570,09/10/2017,1,,1,,,,1,1,1,,1,,1,,,1,,1,1,1,1,,1,1,1
1571,11/10/2017,1,,1,1,1,1,1,,,,1,1,,1,,,1,1,1,,,,1,1,1
1572,13/10/2017,,1,,1,1,1,,1,1,1,,,1,,,1,,1,1,,1,1,1,1,
1573,16/10/2017,,1,,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,,
1574,18/10/2017,1,1,1,,1,1,1,,,1,1,1,,1,1,,1,1,,,1,1,,,
1575,20/10/2017,1,,1,,1,1,1,,1,1,1,1,,1,,1,1,,,,,1,1,,1
1576,23/10/2017,1,1,,,1,,1,1,1,,1,1,,1,1,1,,1,,1,1,,,,1
1577,25/10/2017,,,1,,1,1,1,,1,1,1,,1,,1,1,1,1,1,,1,,,1,
1578,27/10/2017,,,,1,,1,,1,1,1,,1,1,1,,1,1,1,1,,1,1,,1,
1579,30/10/2017,1,1,,1,,1,1,,,1,,1,1,1,1,1,,1,,,1,1,1,,
1580,01/11/2017,,,1,1,,,1,,,1,1,1,1,1,1,1,,1,,1,,1,1,,1
1581,03/11/2017,,,1,1,1,1,1,1,,,1,1,1,,,1,,,,1,1,,1,1,1
1582,06/11/2017,1,1,,,1,,1,1,,1,1,,,1,,1,1,1,1,,,,1,1,1
1583,08/11/2017,,1,1,1,,1,1,,1,1,,,,1,1,1,1,,1,1,,,1,,1
1584,10/11/2017,1,1,1,,1,1,,,,,1,1,,1,1,1,1,,1,1,,,,1,1
1585,13/11/2017,1,1,,1,1,1,1,,1,,1,,,,,,1,1,1,,1,,1,1,1
1586,16/11/2017,1,,1,1,,,,,,1,1,1,1,,,1,,1,1,1,,1,1,1,1
1587,17/11/2017,,1,1,,1,,1,1,,,1,,,1,1,1,1,,1,1,1,1,,,1
1588,20/11/2017,1,,1,1,1,,1,,1,1,1,,,1,1,,1,,,1,1,1,1,,
1589,22/11/2017,1,1,1,1,,1,,,,,,1,1,1,1,,1,1,,,,1,1,1,1
1590,24/11/2017,1,,1,,1,,1,1,,1,,,,1,,1,1,1,,1,1,1,1,,1
1591,27/11/2017,1,,1,,1,,1,1,,1,1,1,,,,,1,,1,1,1,1,1,1,
1592,29/11/2017,1,1,1,1,1,1,,,1,,,1,,1,1,1,,,1,1,,1,,,1
1593,01/12/2017,,,1,1,1,,1,1,1,1,1,,1,1,,1,1,,,1,,1,,1,
1594,04/12/2017,1,1,,1,,1,,1,,1,1,1,1,,1,1,1,,1,,1,,,,1
1595,06/12/2017,1,1,1,1,,1,1,,1,1,1,,1,,,,1,1,,1,,1,,,1
1596,08/12/2017,,,,,1,,,1,1,1,1,1,1,,1,,,1,1,1,1,1,1,1,
1597,11/12/2017,1,1,,,1,1,1,1,1,,,,1,,,,1,1,1,1,1,1,,1,
1598,13/12/2017,,1,,,1,1,1,,,1,,1,1,,1,1,1,1,1,1,1,,,1,
1599,15/12/2017,1,,1,1,1,1,,1,1,1,,,,1,,,,1,,1,1,1,1,,1
1600,18/12/2017,,1,1,1,1,,1,,1,,,,1,1,,1,1,1,,1,,1,1,1,
1601,20/12/2017,,1,,1,,1,,1,1,1,1,1,1,1,1,,,1,,1,,1,,,1
1602,22/12/2017,1,,1,1,,,,1,1,1,1,,1,1,1,,1,,1,,1,,1,1,
1603,26/12/2017,1,1,1,1,,,1,,1,1,,,1,1,,1,,,1,1,1,,1,1,
1604,27/12/2017,,,1,1,1,1,1,1,1,1,,1,1,,1,,,,1,,1,1,,1,
1605,29/12/2017,,1,,1,1,,,1,1,1,1,,,1,,1,1,1,1,,1,,1,,1
1606,02/01/2018,1,,1,,1,,1,1,1,1,1,,,1,1,,,,1,1,,1,1,,1
1607,03/01/2018,1,1,1,,,1,1,1,1,,1,1,1,1,1,,1,1,,,,,,1,
1608,05/01/2018,1,1,1,,1,1,,,1,1,,,,1,,,1,1,,1,1,1,1,,1
1609,08/01/2018,,,,,1,1,1,1,1,,1,,1,1,,,1,1,,1,1,,1,1,1
1610,10/01/2018,,,1,,,1,1,,1,1,1,,1,1,,1,1,,1,1,1,1,,1,
1611,12/01/2018,1,,1,1,,1,1,1,1,1,1,1,,1,1,,,,,1,,1,,1,
1612,15/01/2018,,1,1,1,1,,1,,,,1,1,,1,1,,,1,,,1,1,1,1,1
1613,17/01/2018,1,1,1,1,,1,,1,1,1,,,1,1,,1,1,1,1,,1,,,,
1614,19/01/2018,1,1,1,,,,1,,1,1,,1,1,1,1,1,1,,1,,1,,1,,
1615,22/01/2018,1,1,,1,1,1,1,,1,1,1,,,,,1,1,,1,1,1,,,,1
1616,24/01/2018,1,1,,1,1,,,1,,1,1,,1,1,,1,1,1,,,,1,1,1,
1617,26/01/2018,,1,,,1,1,1,1,1,1,,1,1,1,1,,,,,1,,1,1,,1
1618,29/01/2018,1,,1,1,1,,,1,1,1,,,1,1,,1,1,,1,1,,,,1,1
1619,31/01/2018,,,,1,1,,1,1,,1,1,,1,,1,1,1,1,,,1,1,,1,1
1620,02/02/2018,1,1,,1,,,1,,1,1,1,1,1,1,,,,1,,1,1,,,1,1
1621,05/02/2018,,1,1,1,,1,,1,1,1,,,1,1,,,,1,1,,1,1,1,1,
1622,07/02/2018,1,1,1,1,,,,1,1,,1,,,,,1,1,1,,1,,1,1,1,1
1623,09/02/2018,1,1,1,1,,1,1,1,,1,1,,1,1,,,1,,1,1,,,,1,
1624,14/02/2018,1,1,,,,1,1,1,1,,1,,,1,1,1,1,1,,1,,,1,1,
1625,16/02/2018,,1,1,,,1,,1,,1,,1,1,,,1,1,1,1,1,1,1,,1,
1626,19/02/2018,1,,1,1,,,1,1,1,1,1,,1,,1,1,1,,,1,1,,,1,
1627,21/02/2018,,1,1,1,,1,,1,1,,1,1,1,1,1,,1,,,1,1,,,1,
1628,23/02/2018,1,,1,,,1,,,1,,1,1,,,,1,1,1,1,1,,1,1,1,1
1629,26/02/2018,1,1,1,,1,1,1,,1,1,,1,,1,1,,,1,,,,1,,1,1
1630,28/02/2018,,,1,,1,,1,1,1,1,,1,1,1,1,,1,,,1,,1,1,,1
1631,02/03/2018,,1,1,1,1,,,,1,1,1,1,,1,,,,1,1,1,,1,1,,1
1632,05/03/2018,,,,1,1,,,1,,,,1,1,1,1,1,,1,,1,1,1,1,1,1
1633,07/03/2018,1,1,1,,1,1,1,,1,1,,,,,,,1,1,1,1,,,1,1,1
1634,09/03/2018,,,1,1,1,1,1,,1,1,,,1,1,1,,,,1,,1,1,,1,1
1635,12/03/2018,1,,1,,,1,1,1,,,,1,,,1,1,1,,1,,1,1,1,1,1
1636,14/03/2018,,1,1,,,1,1,1,1,,,1,1,1,1,,,1,1,1,,1,,,1
1637,16/03/2018,,,1,1,1,,1,1,,,1,1,1,1,1,,1,1,1,,,1,,1,
1638,19/03/2018,1,,,,,,1,1,,1,1,1,,1,1,1,,,1,1,,1,1,1,1
1639,21/03/2018,1,,1,,1,1,1,1,1,1,1,,,1,1,,,,1,1,,1,,,1
1640,23/03/2018,1,1,,1,1,1,,,,,,1,,1,1,1,1,,,1,1,1,,1,1
1641,26/03/2018,,,1,1,1,,,1,1,,1,1,,1,,1,1,,1,1,1,1,,,1
1642,28/03/2018,,1,,,1,1,1,,,1,1,,1,,1,,1,1,1,1,,1,,1,1
1643,31/03/2018,1,1,1,1,1,,1,,1,1,,1,,1,,1,,,1,,,1,1,,1
1644,02/04/2018,,1,1,1,1,1,1,1,1,,1,,1,,1,,,1,,,,1,1,1,
1645,04/04/2018,,1,1,1,1,,,1,1,1,,,,1,1,1,,1,,1,1,,1,,1
1646,06/04/2018,1,,1,1,1,1,1,,1,,,1,1,,1,,1,1,,1,,1,,,1
1647,09/04/2018,1,1,,1,,,1,1,1,1,,1,,1,1,,,,1,1,,1,,1,1
1648,11/04/2018,,,,1,,,,,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,1
1649,13/04/2018,,,,1,1,,,1,1,,,1,1,1,1,1,1,1,,1,,1,1,1,
1650,16/04/2018,,,1,1,1,,,1,,1,,,1,1,1,1,1,1,1,1,,1,,,1
1651,18/04/2018,1,1,1,1,,1,1,1,,1,,,,,,1,1,1,1,1,,1,,1,
1652,20/04/2018,,1,1,1,1,1,1,,,1,1,,,1,,1,1,1,,,1,,,1,1
1653,23/04/2018,,1,,1,1,1,1,,,,,1,,1,1,,1,,,1,1,1,1,1,1
1654,25/04/2018,1,1,1,1,,1,,,,1,1,,1,,,1,,1,1,1,,1,1,,1
1655,27/04/2018,1,1,1,,1,1,1,,,1,,1,,1,,1,,1,1,1,,1,1,,
1656,30/04/2018,,1,1,1,1,,1,,,1,1,1,1,,1,,1,,1,1,,,1,1,
1657,02/05/2018,,,1,1,,1,,1,1,1,,1,,,1,,1,1,1,1,1,,1,1,
1658,04/05/2018,,1,,1,1,1,1,1,,,,1,1,,1,1,1,1,1,1,,,1,,
1659,07/05/2018,,1,,1,,,1,1,1,1,,1,,1,1,1,,,,1,1,1,1,,1
1660,09/05/2018,1,1,1,,,,1,1,,1,1,,1,1,,,1,1,,1,1,,,1,1
1661,11/05/2018,,1,1,,1,1,1,,,1,1,1,1,1,,,1,1,,,1,1,1,,
1662,14/05/2018,1,1,1,,1,,,1,,1,1,,1,1,,,1,1,,1,1,1,,,1
1663,16/05/2018,1,1,1,,1,1,1,,1,,1,1,1,,,1,1,,,,1,1,1,,
1664,18/05/2018,,1,,1,1,1,1,1,,,1,,1,,1,1,1,1,,1,,,,1,1
1665,21/05/2018,1,1,,1,1,,,1,,1,,1,1,,1,,1,1,,,1,1,1,1,
1666,23/05/2018,1,1,,,1,1,,1,1,1,,1,1,1,,,1,,,1,1,,,1,1
1667,25/05/2018,1,1,1,1,,,,1,,1,1,,1,,,1,,1,,1,,1,1,1,1
1668,28/05/2018,,,,1,1,1,,1,,,1,1,,1,,1,1,1,,1,1,,1,1,1
1669,30/05/2018,1,1,1,,1,1,1,1,1,,,1,,,,1,1,,,1,1,,1,,1
1670,01/06/2018,1,1,1,1,,,1,,,,1,,1,1,,1,1,,,1,1,1,1,,1
1671,04/06/2018,1,,1,1,1,,,1,1,1,,1,,1,1,,,1,1,,1,1,,,1
1672,06/06/2018,,1,1,,1,1,,1,1,,1,,,,,,1,1,,1,1,1,1,1,1
1673,08/06/2018,1,1,,1,1,,1,,1,,1,1,,,1,,1,,1,1,,,1,1,1
1674,11/06/2018,1,1,,1,1,,,,1,1,1,1,,,1,,,,1,1,1,1,1,1,
1675,13/06/2018,1,1,1,,1,,1,1,1,,,1,,1,,,,,1,1,1,1,1,,1
1676,15/06/2018,,,1,1,,,,1,1,1,,1,1,1,1,1,,1,,1,,,1,1,1
1677,18/06/2018,1,,,1,1,1,,,1,,1,1,,1,1,1,1,1,1,1,,1,,,
1678,20/06/2018,1,,1,1,1,1,,1,1,,,,,1,,1,,1,1,1,,1,1,1,
1679,22/06/2018,,,,,1,,1,1,1,1,1,1,,1,1,1,1,,1,1,1,,1,,
1680,25/06/2018,1,1,1,,,,1,1,,1,1,1,1,1,,,,1,,1,1,,1,,1
1681,27/06/2018,1,1,1,,,,1,1,,1,1,1,,,1,1,1,,,1,,1,1,,1
1682,29/06/2018,1,,,1,1,1,1,,1,,,1,1,,1,,1,1,1,1,1,,,,1
1683,02/07/2018,1,1,1,,1,,,,1,1,1,,1,,1,1,1,1,,,,,1,1,1
